hhid	mauzaid	setid	panel_settlement	hh_gps_north	hh_gps_east	district
62578	1	1	8	33.69192	72.45477	"ATTOCK"
62469	1	1	7	33.68903	72.44942	"ATTOCK"
62328	1	1	7	33.6993	72.44669	"ATTOCK"
62498	1	1	8	33.68938	72.4491	"ATTOCK"
62499	1	1	8	33.6891	72.447	"ATTOCK"
62477	1	1	7	33.71643	72.44282	"ATTOCK"
62559	1	2	6	33.69275	72.45438	"ATTOCK"
70385	1	2	6	33.69433	72.4547	"ATTOCK"
70382	1	2	6	33.69337	72.45395	"ATTOCK"
62420	1	2	6	33.69472	72.4551	"ATTOCK"
62419	1	2	6	33.6925	72.45415	"ATTOCK"
70599	1	2	6	33.70028	72.4655	"ATTOCK"
62623	1	2	6	33.69077	72.45168	"ATTOCK"
70680	1	99	4	33.68882	72.4489	"ATTOCK"
70723	1	99	10	33.6924	72.44822	"ATTOCK"
70689	1	99	4	33.68941	72.4498	"ATTOCK"
37087	2	1	2	33.77775	72.25225	"ATTOCK"
37091	2	1	2	33.77778	72.2538	"ATTOCK"
37082	2	1	2	33.77717	72.25252	"ATTOCK"
37044	2	1	2	33.77598	72.24982	"ATTOCK"
37081	2	1	2	33.77711	72.25198	"ATTOCK"
37045	2	1	2	33.77598	72.24983	"ATTOCK"
37155	2	2	1	33.77157	72.25432	"ATTOCK"
37127	2	2	1	33.768	72.25954	"ATTOCK"
37168	2	2	1	33.77127	72.25465	"ATTOCK"
37173	2	2	1	33.77222	72.25439	"ATTOCK"
37163	2	2	1	33.77207	72.25412	"ATTOCK"
37153	2	2	1	33.77177	72.25414	"ATTOCK"
37129	2	2	1	33.77157	72.25432	"ATTOCK"
37177	2	2	1	33.76797	72.25951	"ATTOCK"
37003	2	2	1	33.76823	72.25888	"ATTOCK"
59767	3	1	4	33.72433	72.37881	"ATTOCK"
60339	3	1	3	33.7131	72.36758	"ATTOCK"
60375	3	1	3	33.72502	72.38185	"ATTOCK"
60371	3	1	3	33.72912	72.37292	"ATTOCK"
60384	3	1	3	33.72877	72.37241	"ATTOCK"
60352	3	1	3	33.72545	72.38393	"ATTOCK"
60382	3	1	3	33.7288	72.37241	"ATTOCK"
59766	3	1	4	33.7245	72.37888	"ATTOCK"
59879	3	1	6	33.71863	72.37637	"ATTOCK"
59862	3	1	6	33.71268	72.36823	"ATTOCK"
59861	3	1	6	33.71318	72.36843	"ATTOCK"
60294	3	1	2	33.75015	72.36653	"ATTOCK"
60323	3	1	3	33.71302	72.36758	"ATTOCK"
59867	3	1	6	33.71315	72.36852	"ATTOCK"
59848	3	99	7	33.72445	72.3786	"ATTOCK"
59713	3	99	5	33.72622	72.3648	"ATTOCK"
61808	4	1	17	33.68415	72.41697	"ATTOCK"
44825	4	1	8	33.71648	72.44221	"ATTOCK"
44613	4	1	4	33.69812	72.4147	"ATTOCK"
44745	4	1	7	33.69883	72.4139	"ATTOCK"
44611	4	1	4	33.69913	72.41382	"ATTOCK"
44826	4	1	8	33.71623	72.44282	"ATTOCK"
44768	4	1	7	33.69316	72.45305	"ATTOCK"
44761	4	1	7	33.69823	72.41347	"ATTOCK"
44806	4	1	8	33.71897	72.43266	"ATTOCK"
62244	4	2	1	33.71895	72.41119	"ATTOCK"
62263	4	2	1	33.72095	72.41022	"ATTOCK"
61854	4	99	18	33.70225	72.37883	"ATTOCK"
44492	4	99	3	33.70123	72.41418	"ATTOCK"
61776	4	99	15	33.68168	72.4139	"ATTOCK"
61633	4	99	12	33.69748	72.45388	"ATTOCK"
22243	5	1	11	33.81078	72.59192	"ATTOCK"
23113	5	1	7	33.8131	72.59576	"ATTOCK"
22985	5	1	9	33.81657	72.58907	"ATTOCK"
83083	5	1	6	33.81233	72.5337	"ATTOCK"
21826	5	1	5	33.81353	72.58681	"ATTOCK"
22943	5	1	9	33.81645	72.62576	"ATTOCK"
83057	5	1	6	33.8136	72.59299	"ATTOCK"
22122	5	1	7	33.81265	72.58891	"ATTOCK"
22963	5	1	9	33.81715	72.58815	"ATTOCK"
23096	5	1	7	33.8135	72.59309	"ATTOCK"
22156	5	1	8	33.81372	72.5856	"ATTOCK"
83092	5	1	7	33.81256	72.58308	"ATTOCK"
23240	5	99	0	33.81075	72.59375	"ATTOCK"
22880	5	99	0	33.81642	72.62572	"ATTOCK"
22836	5	99	0	33.80708	72.62267	"ATTOCK"
23196	5	99	0	33.8082	72.59431	"ATTOCK"
86087	6	1	4	33.51067	72.38068	"ATTOCK"
86057	6	1	4	33.51083	72.3827	"ATTOCK"
85818	6	1	3	33.514	72.38233	"ATTOCK"
85805	6	1	3	33.51482	72.38178	"ATTOCK"
86059	6	1	4	33.5116	72.38133	"ATTOCK"
85804	6	1	3	33.51435	72.38293	"ATTOCK"
85859	6	99	1	33.5287	72.38387	"ATTOCK"
85853	6	99	1	33.5262	72.38763	"ATTOCK"
85891	6	99	2	33.5313	72.35522	"ATTOCK"
85855	6	99	1	33.52942	72.34769	"ATTOCK"
85883	6	99	2	33.51798	72.36382	"ATTOCK"
33843	7	1	6	33.8416	72.27742	"ATTOCK"
33641	7	1	5	33.84263	72.27455	"ATTOCK"
34344	7	1	3	33.8417	72.27613	"ATTOCK"
34311	7	1	3	33.83712	72.27383	"ATTOCK"
33791	7	1	6	33.83715	72.26935	"ATTOCK"
33787	7	1	6	33.84172	72.27615	"ATTOCK"
33682	7	1	5	33.83797	72.27654	"ATTOCK"
33775	7	1	6	33.83358	72.27052	"ATTOCK"
34350	7	99	2	33.83795	72.27652	"ATTOCK"
34306	7	99	2	33.84162	72.27744	"ATTOCK"
33711	7	99	4	33.84057	72.2758	"ATTOCK"
34390	7	99	1	33.83577	72.27341	"ATTOCK"
33708	7	99	4	33.84158	72.2774	"ATTOCK"
34402	7	99	1	33.83723	72.26945	"ATTOCK"
34398	7	99	1	33.83575	72.2734	"ATTOCK"
21349	8	1	1	33.2039	72.3439	"ATTOCK"
21466	8	1	3	33.202	72.34515	"ATTOCK"
21391	8	1	8	33.20233	72.35165	"ATTOCK"
21426	8	1	6	33.20175	72.3465	"ATTOCK"
21344	8	1	1	33.20145	72.3423	"ATTOCK"
20916	8	1	6	33.20298	72.34392	"ATTOCK"
20903	8	1	6	33.2028	72.34358	"ATTOCK"
21432	8	1	5	33.20205	72.34607	"ATTOCK"
20919	8	1	6	33.20162	72.34216	"ATTOCK"
21468	8	1	3	33.20201	72.34362	"ATTOCK"
21382	8	1	8	33.20278	72.3481	"ATTOCK"
20858	8	99	9	33.2067	72.3335	"ATTOCK"
21377	8	99	10	33.18632	72.36932	"ATTOCK"
21361	8	99	13	33.20642	72.34187	"ATTOCK"
21367	8	99	13	33.20747	72.34215	"ATTOCK"
21368	8	99	13	33.20747	72.34215	"ATTOCK"
52570	9	1	4	33.9255	72.3526	"ATTOCK"
52456	9	1	4	33.9256	72.35502	"ATTOCK"
53670	9	1	11	33.92845	72.35738	"ATTOCK"
52922	9	1	15	33.91555	72.3581	"ATTOCK"
52971	9	1	15	33.9118	72.35371	"ATTOCK"
52854	9	1	13	33.91692	72.3592	"ATTOCK"
53639	9	1	11	33.92602	72.35633	"ATTOCK"
52995	9	1	15	33.91152	72.35242	"ATTOCK"
53116	9	1	15	33.91273	72.3534	"ATTOCK"
53730	9	1	7	33.92128	72.35803	"ATTOCK"
52934	9	1	15	33.91663	72.35525	"ATTOCK"
52723	9	1	12	33.91905	72.3558	"ATTOCK"
53908	9	1	9	33.92132	72.3581	"ATTOCK"
52992	9	1	15	33.92572	72.35242	"ATTOCK"
52501	9	99	6	33.92572	72.3543	"ATTOCK"
53085	9	99	17	33.91183	72.34248	"ATTOCK"
45771	11	1	5	33.77467	72.47407	"ATTOCK"
45504	11	1	3	33.78782	72.47915	"ATTOCK"
45750	11	1	5	33.78308	72.47427	"ATTOCK"
45587	11	1	4	33.78677	72.48186	"ATTOCK"
45494	11	1	3	33.78628	72.48148	"ATTOCK"
45483	11	1	3	33.78687	72.4808	"ATTOCK"
45428	11	1	3	33.79296	72.48188	"ATTOCK"
45640	11	1	5	33.78707	72.48185	"ATTOCK"
45445	11	1	3	33.79173	72.48205	"ATTOCK"
45400	11	1	2	33.79085	72.48047	"ATTOCK"
45388	11	1	2	33.79188	72.48202	"ATTOCK"
45376	11	1	1	33.79395	72.4815	"ATTOCK"
45515	11	1	3	33.78755	72.48138	"ATTOCK"
46108	11	99	6	33.78456	72.48655	"ATTOCK"
46191	11	99	8	33.7828	72.48552	"ATTOCK"
46222	11	99	8	33.77737	72.48495	"ATTOCK"
46270	11	99	0	33.77737	72.48495	"ATTOCK"
95265	12	1	1	33.52335	72.51335	"ATTOCK"
28740	12	2	6	33.51487	72.51398	"ATTOCK"
28655	12	2	5	33.503	72.51978	"ATTOCK"
28672	12	2	5	33.52217	72.51299	"ATTOCK"
28659	12	2	5	33.50883	72.53101	"ATTOCK"
28744	12	2	5	33.52343	72.51352	"ATTOCK"
95303	12	3	2	33.50853	72.51788	"ATTOCK"
95276	12	3	2	33.50628	72.52122	"ATTOCK"
28618	12	99	3	33.50932	72.52132	"ATTOCK"
28867	12	99	3	33.50303	72.5198	"ATTOCK"
95319	12	99	8	33.50885	72.5312	"ATTOCK"
48558	13	1	5	33.9442	72.45615	"ATTOCK"
48781	13	1	5	33.95908	72.4451	"ATTOCK"
48733	13	1	5	33.94325	72.45405	"ATTOCK"
48552	13	1	5	33.94378	72.45596	"ATTOCK"
48589	13	1	5	33.94437	72.45309	"ATTOCK"
48746	13	1	5	33.95945	72.44718	"ATTOCK"
48705	13	1	5	33.96008	72.44456	"ATTOCK"
48698	13	1	5	33.95872	72.44587	"ATTOCK"
48860	13	2	2	33.95862	72.44452	"ATTOCK"
48865	13	2	1	33.95735	72.44282	"ATTOCK"
48793	13	2	1	33.95512	72.44248	"ATTOCK"
48763	13	2	2	33.95687	72.4447	"ATTOCK"
48509	13	2	3	33.96032	72.44872	"ATTOCK"
48647	13	2	3	33.96022	72.4487	"ATTOCK"
48856	13	2	2	33.95837	72.44445	"ATTOCK"
48682	13	3	4	33.9595	72.44611	"ATTOCK"
19279	14	1	3	33.26568	72.29298	"ATTOCK"
19716	14	1	8	33.2653	72.29527	"ATTOCK"
19756	14	1	8	33.2653	72.29662	"ATTOCK"
19805	14	1	12	33.26688	72.29665	"ATTOCK"
19082	14	1	2	33.26482	72.29145	"ATTOCK"
19650	14	1	12	33.26167	72.29436	"ATTOCK"
26603	15	1	1	33.545	72.5389	"ATTOCK"
26672	15	1	2	33.54645	72.5389	"ATTOCK"
85363	15	1	5	33.55091	72.53452	"ATTOCK"
26670	15	1	2	33.54633	72.5389	"ATTOCK"
26761	15	1	2	33.548	72.5393	"ATTOCK"
26954	15	1	5	33.54972	72.53505	"ATTOCK"
26865	15	1	3	33.55958	72.5313	"ATTOCK"
85361	15	1	5	33.54811	72.53965	"ATTOCK"
26936	15	1	4	33.5496	72.5357	"ATTOCK"
26804	15	1	2	33.54605	72.542	"ATTOCK"
26766	15	1	2	33.54807	72.53978	"ATTOCK"
26818	15	1	2	33.54913	72.54348	"ATTOCK"
26722	15	2	7	33.5925	72.52505	"ATTOCK"
27145	15	99	0	33.58503	72.53381	"ATTOCK"
27017	15	99	0	33.55023	72.55579	"ATTOCK"
27165	15	99	0	33.59215	72.52545	"ATTOCK"
47189	16	1	3	33.95773	72.53902	"ATTOCK"
46377	16	1	4	33.95957	72.54182	"ATTOCK"
46600	16	1	3	33.9595	72.54148	"ATTOCK"
46733	16	1	2	33.95743	72.5373	"ATTOCK"
46668	16	1	4	33.95838	72.53965	"ATTOCK"
47581	16	1	2	33.95683	72.54118	"ATTOCK"
46718	16	1	3	33.9596	72.54158	"ATTOCK"
46658	16	1	2	33.9577	72.53858	"ATTOCK"
46663	16	1	2	33.95765	72.55511	"ATTOCK"
46628	16	1	4	33.95817	72.54079	"ATTOCK"
46579	16	1	4	33.9608	72.54017	"ATTOCK"
46351	16	1	4	33.96178	72.54079	"ATTOCK"
46734	16	1	3	33.96124	72.54243	"ATTOCK"
47314	16	1	2	33.95695	72.54057	"ATTOCK"
47287	16	99	1	33.94223	72.53405	"ATTOCK"
47257	16	99	1	33.94035	72.53653	"ATTOCK"
34900	17	1	3	33.7515	72.38033	"ATTOCK"
34909	17	1	3	33.75043	72.38599	"ATTOCK"
35201	17	2	2	33.7476	72.38902	"ATTOCK"
7817	17	2	1	33.74854	72.38932	"ATTOCK"
35161	17	2	2	33.74905	72.3864	"ATTOCK"
35193	17	2	2	33.75767	72.38537	"ATTOCK"
7827	17	2	1	33.74883	72.38903	"ATTOCK"
7745	17	2	1	33.7482	72.38892	"ATTOCK"
35223	17	2	2	33.75	72.38853	"ATTOCK"
7865	17	2	1	33.74582	72.38853	"ATTOCK"
35232	17	2	2	33.74997	72.38583	"ATTOCK"
35266	17	2	2	33.74847	72.38969	"ATTOCK"
7802	17	2	1	33.75112	72.38907	"ATTOCK"
7823	17	2	1	33.74842	72.38962	"ATTOCK"
23897	19	1	2	33.6662	72.7378	"ATTOCK"
23855	19	1	1	33.65947	72.73963	"ATTOCK"
23955	19	1	3	33.65597	72.7431	"ATTOCK"
23907	19	1	2	33.66588	72.73837	"ATTOCK"
23942	19	1	3	33.65457	72.74445	"ATTOCK"
23937	19	1	3	33.65619	72.74606	"ATTOCK"
23889	19	1	2	33.66858	72.73843	"ATTOCK"
23938	19	1	3	33.65597	72.74675	"ATTOCK"
23819	19	1	1	33.66008	72.73846	"ATTOCK"
23877	19	1	2	33.67167	72.73753	"ATTOCK"
23859	19	1	1	33.65922	72.73837	"ATTOCK"
23954	19	1	3	33.65588	72.74335	"ATTOCK"
23994	19	99	5	33.64877	72.74033	"ATTOCK"
23966	19	99	4	33.64833	72.74422	"ATTOCK"
23992	19	99	5	33.64877	72.74033	"ATTOCK"
55221	20	1	1	33.89015	72.37825	"ATTOCK"
55580	20	1	2	33.88963	72.38073	"ATTOCK"
55462	20	1	3	33.88725	72.3801	"ATTOCK"
55419	20	1	2	33.88811	72.38071	"ATTOCK"
55565	20	1	1	33.88807	72.38068	"ATTOCK"
55489	20	1	4	33.91985	72.38047	"ATTOCK"
55247	20	1	1	33.8905	72.37783	"ATTOCK"
55520	20	1	1	33.8867	72.37981	"ATTOCK"
55339	20	1	2	33.88883	72.38071	"ATTOCK"
55412	20	1	2	33.88823	72.38077	"ATTOCK"
55564	20	1	2	33.8875	72.3751	"ATTOCK"
55318	20	1	2	33.89013	72.38094	"ATTOCK"
55533	20	1	1	33.88737	72.38015	"ATTOCK"
55370	20	1	1	33.88948	72.38	"ATTOCK"
55309	20	1	1	33.88817	72.38073	"ATTOCK"
55610	20	1	1	33.92282	72.37666	"ATTOCK"
55242	20	1	1	33.89058	72.37865	"ATTOCK"
51643	21	1	2	33.94667	72.42017	"ATTOCK"
51752	21	1	3	33.9412	72.41846	"ATTOCK"
51635	21	1	3	33.94278	72.41634	"ATTOCK"
51702	21	1	3	33.94518	72.4244	"ATTOCK"
51691	21	1	1	33.94675	72.42337	"ATTOCK"
51640	21	1	6	33.94162	72.41837	"ATTOCK"
51654	21	1	2	33.94587	72.42	"ATTOCK"
51712	21	1	3	33.9446	72.42412	"ATTOCK"
51710	21	1	4	33.94413	72.425	"ATTOCK"
51639	21	1	6	33.94233	72.4185	"ATTOCK"
51700	21	1	3	33.94212	72.41683	"ATTOCK"
51650	21	1	6	33.94625	72.41576	"ATTOCK"
51669	21	1	1	33.94515	72.42381	"ATTOCK"
51736	21	1	4	33.9445	72.42496	"ATTOCK"
51693	21	1	7	33.94495	72.4233	"ATTOCK"
51706	21	99	5	33.94427	72.42297	"ATTOCK"
95695	24	1	4	33.89007	72.50166	"ATTOCK"
95759	24	1	1	33.89273	72.50127	"ATTOCK"
80483	24	1	3	33.88877	72.50423	"ATTOCK"
80391	24	1	1	33.8938	72.5008	"ATTOCK"
95728	24	1	4	33.88953	72.50098	"ATTOCK"
80479	24	1	3	33.88883	72.50435	"ATTOCK"
95705	24	1	1	33.88427	72.50063	"ATTOCK"
95639	24	1	4	33.88722	72.50308	"ATTOCK"
95638	24	1	4	33.88608	72.50353	"ATTOCK"
80398	24	1	3	33.89252	72.50225	"ATTOCK"
80402	24	1	3	33.89197	72.50172	"ATTOCK"
95814	24	1	1	33.89302	72.50097	"ATTOCK"
80542	24	1	5	33.88768	72.50256	"ATTOCK"
95810	24	1	4	33.88768	72.50256	"ATTOCK"
95626	24	1	4	33.88772	72.50179	"ATTOCK"
95686	24	99	2	33.89088	72.5011	"ATTOCK"
95795	24	99	6	33.88455	72.501	"ATTOCK"
24259	26	1	1	33.4531	72.5408	"ATTOCK"
24258	26	1	1	33.45317	72.54089	"ATTOCK"
24274	26	1	1	33.45345	72.5414	"ATTOCK"
24308	26	99	0	33.46438	72.53493	"ATTOCK"
24303	26	99	0	33.45767	72.56195	"ATTOCK"
24283	26	99	0	33.46587	72.56163	"ATTOCK"
24246	26	99	0	33.46497	72.55383	"ATTOCK"
24267	26	99	0	33.45333	72.54591	"ATTOCK"
24252	26	99	0	33.4687	72.56067	"ATTOCK"
24269	26	99	0	33.46815	72.55199	"ATTOCK"
24271	26	99	0	33.45912	72.54939	"ATTOCK"
24285	26	99	0	33.46878	72.5605	"ATTOCK"
24247	26	99	0	33.46217	72.55593	"ATTOCK"
24232	26	99	0	33.46008	72.54812	"ATTOCK"
24301	26	99	0	33.45889	72.5684	"ATTOCK"
24302	26	99	0	33.45761	72.56545	"ATTOCK"
25345	27	1	5	33.39038	72.481	"ATTOCK"
25077	27	1	2	33.39283	72.48251	"ATTOCK"
25115	27	1	3	33.39428	72.4818	"ATTOCK"
25079	27	1	2	33.39335	72.4836	"ATTOCK"
25123	27	1	4	33.39988	72.47726	"ATTOCK"
25025	27	1	1	33.39457	72.48528	"ATTOCK"
25336	27	1	5	33.38928	72.4805	"ATTOCK"
25114	27	1	3	33.39428	72.4818	"ATTOCK"
25021	27	1	1	33.39422	72.48693	"ATTOCK"
25142	27	1	4	33.39282	72.48247	"ATTOCK"
25397	27	99	0	33.40505	72.4874	"ATTOCK"
25409	27	99	0	33.4128	72.48257	"ATTOCK"
25394	27	99	0	33.4021	72.49752	"ATTOCK"
25368	27	99	0	33.38933	72.48016	"ATTOCK"
25288	27	99	7	33.39057	72.5152	"ATTOCK"
25250	27	99	6	33.39355	72.4926	"ATTOCK"
75005	28	1	3	33.40725	72.63222	"ATTOCK"
25513	28	1	6	33.38432	72.65055	"ATTOCK"
25647	28	1	3	33.40687	72.62303	"ATTOCK"
25470	28	1	5	33.40698	72.63393	"ATTOCK"
25471	28	1	5	33.4068	72.6344	"ATTOCK"
25504	28	1	6	33.3893	72.66521	"ATTOCK"
25740	28	1	3	33.40863	72.55286	"ATTOCK"
25713	28	1	6	33.40565	72.63805	"ATTOCK"
75019	28	1	3	33.40803	72.63322	"ATTOCK"
25451	28	1	5	33.40682	72.632	"ATTOCK"
25482	28	1	5	33.408	72.55035	"ATTOCK"
75029	28	1	3	33.40737	72.63375	"ATTOCK"
75037	28	1	3	33.408	72.55065	"ATTOCK"
25667	28	2	4	33.40628	72.62875	"ATTOCK"
25741	28	2	4	33.4055	72.62427	"ATTOCK"
25658	28	2	4	33.40442	72.55579	"ATTOCK"
54597	29	1	3	33.92543	72.3682	"ATTOCK"
54539	29	1	5	33.92311	72.3621	"ATTOCK"
54319	29	1	2	33.92533	72.36445	"ATTOCK"
54288	29	1	2	33.9225	72.36314	"ATTOCK"
71920	29	1	4	33.92252	72.36183	"ATTOCK"
54294	29	1	2	33.92208	72.36327	"ATTOCK"
54289	29	1	2	33.9222	72.36315	"ATTOCK"
54614	29	1	1	33.92775	72.36675	"ATTOCK"
54625	29	1	1	33.93107	72.3684	"ATTOCK"
54609	29	1	3	33.92558	72.3667	"ATTOCK"
54457	29	1	3	33.9241	72.36662	"ATTOCK"
54451	29	1	3	33.92482	72.36075	"ATTOCK"
71910	29	1	4	33.92253	72.36234	"ATTOCK"
71903	29	1	4	33.92308	72.36214	"ATTOCK"
71909	29	1	4	33.9226	72.36227	"ATTOCK"
54350	29	1	1	33.93112	72.36932	"ATTOCK"
56227	30	1	2	33.92342	72.42475	"ATTOCK"
56158	30	1	3	33.92558	72.42506	"ATTOCK"
56162	30	1	3	33.92528	72.4251	"ATTOCK"
56233	30	1	1	33.92635	72.42078	"ATTOCK"
56189	30	1	2	33.92315	72.42455	"ATTOCK"
56147	30	1	3	33.92033	72.42542	"ATTOCK"
56165	30	1	3	33.9248	72.42445	"ATTOCK"
56252	30	1	1	33.92484	72.42333	"ATTOCK"
56168	30	1	2	33.92415	72.42764	"ATTOCK"
56172	30	1	2	33.92407	72.42818	"ATTOCK"
56194	30	1	3	33.92465	72.42388	"ATTOCK"
56213	30	1	3	33.92682	72.4261	"ATTOCK"
56125	30	1	2	33.91683	72.42855	"ATTOCK"
56207	30	1	3	33.92562	72.42622	"ATTOCK"
56170	30	1	2	33.92418	72.42835	"ATTOCK"
56181	30	1	2	33.92277	72.42654	"ATTOCK"
62810	31	1	2	33.60489	72.78439	"ATTOCK"
62772	31	1	1	33.6056	72.77905	"ATTOCK"
62815	31	1	2	33.60377	72.78302	"ATTOCK"
63090	31	99	0	33.59403	72.79505	"ATTOCK"
63117	31	99	0	33.5998	72.80975	"ATTOCK"
62821	31	99	3	33.6053	72.78212	"ATTOCK"
62929	31	99	0	33.60743	72.80521	"ATTOCK"
63151	31	99	0	33.60363	72.80718	"ATTOCK"
62934	31	99	0	33.60037	72.79433	"ATTOCK"
63127	31	99	0	33.60263	72.81161	"ATTOCK"
62904	31	99	4	33.60252	72.78665	"ATTOCK"
62928	31	99	0	33.6032	72.7986	"ATTOCK"
63105	31	99	0	33.59465	72.81523	"ATTOCK"
62859	31	99	4	33.605	72.78584	"ATTOCK"
63072	31	99	0	33.59623	72.80938	"ATTOCK"
63062	31	99	0	33.59663	72.80973	"ATTOCK"
57115	32	1	3	33.90177	72.31155	"ATTOCK"
56692	32	1	2	33.89962	72.31015	"ATTOCK"
56672	32	1	2	33.90002	72.31017	"ATTOCK"
56626	32	1	2	33.8995	72.30997	"ATTOCK"
56719	32	1	4	33.89983	72.31017	"ATTOCK"
56787	32	1	4	33.90065	72.31043	"ATTOCK"
56686	32	1	2	33.89975	72.31015	"ATTOCK"
56740	32	1	4	33.90083	72.311	"ATTOCK"
56829	32	1	7	33.905	72.31388	"ATTOCK"
57189	32	1	8	33.90248	72.31035	"ATTOCK"
56687	32	1	2	33.89953	72.31	"ATTOCK"
56911	32	1	3	33.9056	72.3085	"ATTOCK"
56633	32	1	2	33.89927	72.30994	"ATTOCK"
56859	32	1	4	33.90248	72.30912	"ATTOCK"
56825	32	1	7	33.90532	72.31316	"ATTOCK"
38813	35	1	2	33.85152	72.39698	"ATTOCK"
39476	35	1	1	33.8536	72.4012	"ATTOCK"
38646	35	1	2	33.85505	72.39513	"ATTOCK"
38914	35	1	2	33.85135	72.39727	"ATTOCK"
39430	35	1	3	33.85395	72.39548	"ATTOCK"
38830	35	1	2	33.85278	72.39655	"ATTOCK"
38922	35	1	2	33.85312	72.38422	"ATTOCK"
39471	35	1	1	33.85503	72.39805	"ATTOCK"
38713	35	1	2	33.85058	72.39398	"ATTOCK"
38651	35	1	2	33.85477	72.39592	"ATTOCK"
38911	35	1	2	33.85403	72.39848	"ATTOCK"
38834	35	1	2	33.85308	72.39697	"ATTOCK"
38660	35	1	2	33.85423	72.39633	"ATTOCK"
38849	35	1	2	33.85349	72.39612	"ATTOCK"
38868	35	1	2	33.85423	72.39612	"ATTOCK"
39463	35	1	3	33.86073	72.39875	"ATTOCK"
26371	37	1	2	33.50027	72.86938	"ATTOCK"
26377	37	1	2	33.51695	72.8704	"ATTOCK"
26063	37	2	4	33.50863	72.88223	"ATTOCK"
26032	37	2	4	33.50588	72.88198	"ATTOCK"
26068	37	2	4	33.50883	72.88208	"ATTOCK"
26158	37	99	6	33.50728	72.87517	"ATTOCK"
26332	37	99	1	33.51135	72.86726	"ATTOCK"
26325	37	99	1	33.51195	72.86927	"ATTOCK"
26084	37	99	5	33.50712	72.88333	"ATTOCK"
26156	37	99	6	33.50817	72.8775	"ATTOCK"
26135	37	99	6	33.50782	72.87818	"ATTOCK"
26211	37	99	0	33.50235	72.8817	"ATTOCK"
26512	37	99	0	33.4848	72.90186	"ATTOCK"
26177	37	99	7	33.50262	72.87535	"ATTOCK"
13634	39	1	3	33.58112	72.16883	"ATTOCK"
149	39	1	3	33.57823	72.15732	"ATTOCK"
3875	39	1	2	33.58068	72.17419	"ATTOCK"
13036	39	1	2	33.58165	72.1719	"ATTOCK"
169	39	1	3	33.58213	72.1668	"ATTOCK"
3879	39	1	2	33.58055	72.17464	"ATTOCK"
176	39	1	3	33.58433	72.16499	"ATTOCK"
13640	39	1	3	33.58243	72.16845	"ATTOCK"
3832	39	1	2	33.5741	72.17588	"ATTOCK"
12963	39	1	2	33.58215	72.16969	"ATTOCK"
13038	39	1	1	33.58185	72.16905	"ATTOCK"
247	39	99	0	33.58523	72.16512	"ATTOCK"
13005	39	99	0	33.58265	72.16927	"ATTOCK"
13511	39	99	0	33.57795	72.16873	"ATTOCK"
12970	39	99	0	33.5849	72.16963	"ATTOCK"
50276	40	1	4	33.90577	72.48689	"ATTOCK"
50519	40	1	4	33.90413	72.48888	"ATTOCK"
50360	40	1	4	33.90423	72.48891	"ATTOCK"
50295	40	1	4	33.90438	72.48832	"ATTOCK"
50328	40	1	4	33.90396	72.48945	"ATTOCK"
50401	40	1	5	33.90413	72.48985	"ATTOCK"
50399	40	1	5	33.90257	72.48782	"ATTOCK"
50277	40	1	4	33.90308	72.48925	"ATTOCK"
50428	40	1	5	33.90162	72.48818	"ATTOCK"
50327	40	1	4	33.90425	72.48938	"ATTOCK"
50293	40	1	4	33.90413	72.4883	"ATTOCK"
50199	40	99	1	33.94217	72.47411	"ATTOCK"
50256	40	99	2	33.92904	72.4767	"ATTOCK"
50236	40	99	2	33.9296	72.47694	"ATTOCK"
50204	40	99	1	33.93973	72.47048	"ATTOCK"
50263	40	99	3	33.9083	72.48264	"ATTOCK"
50224	40	99	2	33.93077	72.47715	"ATTOCK"
50230	40	99	2	33.92978	72.47698	"ATTOCK"
27913	41	1	9	33.59607	72.75784	"ATTOCK"
27898	41	1	9	33.59607	72.75875	"ATTOCK"
27961	41	1	3	33.59917	72.75793	"ATTOCK"
28005	41	1	5	33.5939	72.76158	"ATTOCK"
27985	41	1	3	33.59593	72.75875	"ATTOCK"
28392	41	1	2	33.58862	72.7683	"ATTOCK"
27942	41	1	5	33.59593	72.75896	"ATTOCK"
27841	41	1	5	33.59792	72.75915	"ATTOCK"
28398	41	1	2	33.59022	72.7668	"ATTOCK"
27905	41	1	9	33.59485	72.75974	"ATTOCK"
27956	41	1	3	33.59575	72.75675	"ATTOCK"
27998	41	1	3	33.59485	72.75974	"ATTOCK"
28391	41	1	2	33.58905	72.76828	"ATTOCK"
27720	41	1	4	33.59381	72.75961	"ATTOCK"
27872	41	1	9	33.59642	72.76137	"ATTOCK"
28410	41	99	10	33.58992	72.76936	"ATTOCK"
14547	43	1	5	33.59101	72.09457	"ATTOCK"
14502	43	1	6	33.59407	72.09092	"ATTOCK"
15485	43	1	3	33.59825	72.09275	"ATTOCK"
15390	43	1	2	33.59472	72.09103	"ATTOCK"
14506	43	1	6	33.59388	72.09095	"ATTOCK"
15475	43	1	3	33.59782	72.09343	"ATTOCK"
14851	43	2	10	33.59265	72.08525	"ATTOCK"
14695	43	2	10	33.59423	72.08823	"ATTOCK"
14740	43	2	8	33.59917	72.09333	"ATTOCK"
14736	43	2	8	33.59505	72.08865	"ATTOCK"
14763	43	2	7	33.59438	72.0892	"ATTOCK"
14752	43	2	7	33.59468	72.08885	"ATTOCK"
